Gene Name,Common-Name,Accession-1
G7588,yqiJ,b3050
EG11591,lipB,b0630
EG10892,rpmH,b3703
EG10116,bglG,b3723
G7316,yfgH,b2505
G6916,ydiM,b1690
G0-10446,ymjC,b4525
EG10739,pldB,b3825
EG10486,hypD,b2729
EG11167,zupT,b3040
EG11306,lipA,b0628
EG10891,rpmG,b3636
EG12525,mgtA,b4242
G6996,pdeD,b1815
G6750,ydcR,b1439
EG12341,rseA,b2572
EG10049,appA,b0980
G7919,nanS,b4309
EG11312,yicR,b3638
EG11687,setC,b3659
G7580,yqiB,b3033
G7496,mocA,b2877
EG10890,rpmF,b1089
EG10087,ascG,b2714
G7296,ypfH,b2473
EG10745,pntB,b1602
G0-10445,ymjB,b4524
EG10471,hyaD,b0975
G7929,yjiJ,b4332
EG11859,fdhD,b3895
EG10889,rpmE,b3936
EG10100,atpC,b3731
G6995,yoaH,b1811
G6745,sutR,b1434
EG12177,cutA,b4137
G7893,idnD,b4267
EG12045,radD,b2184
G363,flgG,b1078
G7566,yqhG,b3013
EG11829,mobA,b3857
EG10888,rpmD,b3302
EG10054,araC,b0064
G7266,yfeX,b2431
G6893,ydhP,b1657
G0-10444,ymgH,b4521
G7866,ytfE,b4209
G7867,ytfF,b4210
EG11666,moaC,b0783
EG10887,rpmC,b3312
EG12520,ytfT,b4230
G6983,yeaR,b1797
G6671,abgR,b1339
EG12124,hisJ,b2309
G7868,qorB,b4211
G7892,idnO,b4266
EG11309,pdxI,b1406
EG11686,yicJ,b3657
G7552,yghT,b2986
EG11598,moaE,b0785
EG10886,rpmB,b3637
EG10029,ada,b2213
G7247,ypdE,b2384
EG10744,pntA,b1603
EG12870,ycjF,b1322
G7740,nudE,b3397
G7865,fklB,b4207
G7767,dcrB,b3472
EG11597,moaD,b0784
EG10885,rplY,b2185
EG10099,atpB,b3738
G6981,yeaQ,b1795
G6630,ychQ,b1213
EG11918,zraP,b4002
G7721,yhfK,b3358
G7858,ulaD,b4196
G362,flgF,b1077
G7543,glcG,b2977
EG11596,moaB,b0782
EG10884,rplX,b3309
G7071,cbl,b1987
G7236,oxc,b2373
G6885,ydhK,b1645
EG12861,yecF,b1915
G7717,kefG,b3351
G7748,nfuA,b3414
G7745,yhgE,b3402
EG11595,moaA,b0781
EG10883,rplW,b3318
EG12504,cycA,b4208
G6970,yeaH,b1784
G6569,comR,b1111
EG11897,rpoE,b2573
G7636,agaI,b3141
G7726,frlD,b3374
EG11292,yghA,b3003
EG11679,aas,b2836
G7541,yghJ,b4466
EG11511,mog,b0009
EG10882,rplV,b3315
EG12739,exuR,b3094
G7216,mlaA,b2346
EG10740,plsB,b4041
EG12707,ygbE,b2749
G7599,ygjK,b3080
G7744,hslO,b3401
G7729,yhfT,b3377
EG10154,moeB,b0826
EG10881,rplT,b1716
EG10098,atpA,b3734
G6966,yeaD,b1780
G6420,mntR,b0817
EG11831,srkA,b3859
G7490,ygeX,b2871
G7724,frlC,b4474
G361,flgE,b1076
G7538,yghG,b2971
EG10153,moeA,b0827
EG10880,rplS,b2606
EG12335,cdaR,b0162
G7192,yfcE,b2300
G6877,dtpA,b1634
EG12703,yccJ,b1003
G7408,yqaB,b2690
G7716,fkpA,b3347
G7711,gspL,b3333
G6239,panE,b0425
EG10879,rplR,b3304
EG12475,yjeM,b4156
G6964,yeaC,b1777
G6398,ybhD,b0768
EG11784,grcA,b2579
G7164,nudI,b2251
G7723,frlB,b3371
EG11290,yeiB,b2152
EG11672,atoB,b2224
G7537,yghF,b2970
EG12312,coaE,b0103
EG10878,rplQ,b3294
EG11849,yihW,b3884
G7187,hxpA,b2293
G7554,hybO,b2997
EG10733,phoR,b0400
EG12692,hcxA,b0599
G7160,rhmD,b2247
G7638,yraI,b3143
G7710,gspK,b3332
EG11747,panD,b0131
EG10877,rplP,b3313
EG10086,ascF,b2715
G6956,ynjI,b1762
G6332,ybdO,b0603
EG11644,ydeI,b1536
G7158,yfaU,b2245
G7631,kbaZ,b3132
G360,flgD,b1075
G7527,yggS,b2951
EG11746,panC,b0133
EG10876,rplO,b3301
EG11527,narP,b2193
G7163,yfaZ,b2250
G6876,rsxE,b1632
EG11963,lldD,b3605
EG12689,yceK,b1050
G7145,preT,b2146
G7414,hycI,b2717
G7709,gspJ,b3331
EG11675,panB,b0134
EG10875,rplN,b3310
EG12469,dtpC,b4130
G6949,ynjB,b1754
G6259,ybaQ,b0483
EG11535,ibpB,b3686
G7123,yegS,b2086
G7463,kduI,b2843
EG11219,ydcA,b1419
EG11667,atoS,b2219
G7523,yqgD,b2941
EG11190,coaD,b3634
EG10874,rplM,b3231
EG11366,rob,b4396
G7064,yeeJ,b1978
EG11858,fdoG,b3894
EG10732,phoQ,b1129
EG12611,yabQ,b0057
G6810,glsB,b1524
G7284,eutJ,b2454
G7708,gspI,b3330
EG10922,coaA,b3974
EG10873,rplL,b3986
EG10084,aroP,b0112
G6948,ynjA,b1753
G6226,iprA,b0375
EG11534,ibpA,b3687
G6731,azoR,b1412
G7446,gudX,b2788
G359,flgC,b1074
G7522,yqgC,b2940
EG10004,dfp,b3639
EG10872,rplK,b3983
EG10728,phoB,b0399
G7024,cutC,b1874
G6875,rsxG,b1631
EG11801,hybC,b2994
EG12610,yabP,b0056
G6727,ynbA,b1408
G7281,eutA,b2451
G7707,gspH,b3329
G0-9461,pdxB,b2320
EG10871,rplJ,b3985
EG12462,adiC,b4115
G6924,ydiU,b1706
G6183,yahD,b0318
EG11533,ychH,b1205
G6717,paaI,b1396
G7445,gudD,b2787
EG11213,yzfA,b4223
EG11665,bacA,b3057
G7514,ygfF,b2902
EG12693,nudL,b1813
EG10870,rplI,b4203
EG10482,zraR,b4004
G7005,msrC,b1832
EG11799,hybA,b2996
EG10730,creC,b4399
EG12557,sgcX,b4305
G6701,ydbK,b1378
G7207,yfcS,b2336
G7706,gspG,b3328
EG10693,pdxJ,b2564
EG10869,rplF,b3305
EG10062,arcB,b3210
G6915,ydiL,b1689
G6165,ecpR,b0294
EG11470,yigL,b3826
G6580,nudJ,b1134
G7336,hcaD,b2542
RUVB,ruvB,b1860
G358,flgB,b1073
G7512,yqfA,b2899
EG10691,pdxA,b0052
EG10868,rplE,b3308
EG10359,fur,b0683
G6997,yoaE,b1816
G6874,rsxD,b1630
EG11227,fdnG,b1474
EG12446,yfiL,b2602
G6556,solA,b1059
G6787,ydeM,b1497
G7704,gspE,b3326
G7961,feaB,b1385
EG10867,rplD,b3319
EG12442,yfjD,b4461
G6914,ydiK,b1688
G6153,yagP,b0282
EG11433,msrA,b4219
G6539,ghrA,b1033
G7335,hcaB,b2541
EG11209,psiE,b4030
EG11658,uidB,b1616
G7506,ygfT,b2887
G7409,pncC,b2700
EG10866,rplC,b3320
EG10338,cra,b0080
G6993,yoaB,b1809
EG10649,ndh,b1109
EG10722,phnM,b4095
EG12434,ygiM,b3055
G6456,hcr,b0872
G6541,ycdY,b1035
G7703,gspD,b3325
G6350,nadD,b0639
EG10865,rplB,b3317
EG10060,araJ,b0396
G6897,ydhT,b1669
G6097,rof,b0189
EG11325,acnA,b1276
G6437,yliI,b0837
G7334,hcaC,b2540
RUVA,ruvA,b1861
G357,flgA,b1072
G7505,ygfS,b2886
EG12192,nadK,b2615
EG10864,rplA,b3984
EG10281,fadR,b1187
G6980,dgcP,b1794
G6873,rsxC,b1629
EG10469,hyaB,b0973
EG12405,ychO,b1220
G6428,fsaA,b0825
G6481,elfD,b0939
G7702,gspC,b3324
EG11546,nadC,b0109
EG10835,relA,b2784
EG12439,yjfF,b4231
G6895,ydhR,b1667
EG30099,ssrS,b2911
EG11206,yjaA,b4011
G6326,ybdK,b0581
G7128,gatZ,b2095
EG11207,yjaB,b4012
EG11640,ydeE,b1534
G7494,yqeB,b2875
EG11135,pncA,b1768
EG10437,hflX,b4173
EG10235,dnaA,b3702
G6881,slyB,b1641
EG10468,hyaA,b0972
EG10708,pheP,b0576
EG12404,ychN,b1219
G6261,glsA,b0485
G6386,ybgP,b0717
G7701,gspA,b3323
EG10742,pncB,b0931
EG10215,deaD,b3162
EG10059,araH,b4460
G6894,ydhQ,b1664
EG12933,feoC,b3410
EG10681,oxyR,b3961
EG12702,ycaK,b0901
G6986,dmlA,b1800
G7940,symE,b4347
EG11977,fliR,b1950
G7491,ygeY,b2872
EG10663,nadE,b1740
EG10210,dbpA,b1343
EG10200,cytR,b3934
G6840,ynfA,b1582
G6872,rsxB,b1628
EG10318,fldA,b0684
EG12378,yecD,b1867
EG12409,aegA,b2468
G6357,hscC,b0650
G7690,yhdP,b4472
EG10631,nadB,b2574
G7239,ypdI,b2376
EG12416,gatC,b2092
G6888,ydhL,b1648
EG12860,yebK,b1853
EG10463,degP,b0161
EG12298,yibQ,b3614
G6721,paaY,b1400
EG11166,ygiD,b3039
EG11637,marC,b1529
G7489,ygeW,b2870
EG10630,nadA,b0750
G7091,ugd,b2028
EG10184,cysB,b1275
G6770,nhoA,b1463
EG10285,fdhF,b4079
EG10706,pgsA,b1912
EG12372,ygdG,b2798
EG12293,yiaY,b3589
G6356,djlC,b0649
G7534,yqgA,b2966
M007,thiM,b2104
EG11788,fcl,b2052
EG10056,araE,b2841
G6884,ydhJ,b1644
EG12624,yiaG,b3555
EG10452,hisP,b2306
EG12172,hinT,b1103
G6719,paaK,b1398
G6937,cho,b1741
EG11976,fliQ,b1949
G7483,ygeQ,b2863
G7135,thiD,b2103
EG11787,gmd,b2053
EG10093,asnC,b3743
G6759,mnaT,b1448
G6871,rsxA,b1627
G6849,dmsD,b1591
EG12333,yadS,b0157
EG12069,mqo,b2210
G6353,djlB,b0646
G7526,yggR,b2950
G6566,thiK,b1106
EG11502,rcsF,b0196
EG12414,gatA,b2094
G6870,ydgK,b1626
EG12431,puuR,b1299
EG10374,ggt,b3447
EG11905,fsaB,b3946
G6718,paaJ,b1397
EG11165,ygiC,b3038
EG11636,ydeA,b1528
G7482,ygeP,b2862
G6246,cof,b0446
EG11409,lpxK,b0915
EG11738,rsd,b3995
G6758,ydcZ,b1447
EG12067,napA,b2206
EG10705,pgpB,b1278
EG12326,yadL,b0137
EG11850,yihX,b3885
G6333,dsbG,b0604
G7403,ygaY_1,b2680
G6237,dxs,b0420
EG11319,galU,b1236
EG10042,ampE,b0111
G6865,ydgA,b1614
EG12406,cecR,b0796
EG10129,btuE,b1710
EG11761,pptA,b1461
G6716,paaH,b1395
G6933,ydjM,b1728
EG11975,fliP,b1948
G7479,ygeO,b2859
G6234,thiL,b0417
EG10822,rcsC,b2218
EG10896,rpoD,b3067
G6699,uspF,b1376
EG11814,torA,b0997
G6863,ydgC,b1607
G8202,yaaI,b0013
EG12303,ycfH,b1100
EG11728,yieK,b3718
G6293,sfmH,b0533
G7186,yfbS,b2292
G1,thiS,b4407
EG10821,rcsB,b2217
EG12400,mdtK,b1663
G6813,yneK,b1527
EG12308,yfhH,b2561
EG10061,arcA,b4401
EG11692,adeD,b3665
G6715,paaG,b1394
EG11163,ygiA,b3036
EG11632,potI,b0857
G7477,ygeM,b2857
EG11590,thiH,b3990
EG10566,manA,b1613
G6852,mlc,b1594
G6629,ycgV,b1202
EG10648,narZ,b1468
EG10704,pgpA,b0418
G7870,ytfI,b4215
EG12295,yibN,b3611
EG11438,yceF,b1087
G6291,sfmC,b0531
G7108,yegH,b2063
EG11589,thiG,b3991
EG10520,waaA,b3633
EG10014,acrD,b2470
G6808,dgcF,b1522
EG12179,cspE,b0623
EG10011,yaaA,b0006
EG11298,yhdE,b3248
G6714,paaF,b1393
G6558,dinI,b1061
EG11967,flgK,b1082
G7476,ygeL,b2856
EG11587,thiF,b3992
EG10366,galT,b0758
EG10325,fnr,b1334
G6616,ycgL,b1179
EG10647,narY,b1467
G6861,ydgI,b1605
G7861,yjfY,b4199
EG12288,yiaT,b3584
EG11289,preA,b2147
G6268,ybbN,b0492
G7107,wza,b2062
EG11586,thiE,b3993
EG10363,galK,b0757
EG12393,ttdT,b3063
G6807,yneE,b1520
EG12176,yjdC,b4135
G7949,fhuF,b4367
EG10995,tesB,b0452
G6713,paaE,b1392
EG11154,ppdC,b2823
EG11631,potH,b0856
G7473,ygeI,b2853
EG11585,thiC,b3994
EG10362,galE,b0759
EG10164,crp,b3357
G6542,ycdZ,b1036
EG10639,narH,b1225
EG10685,panF,b3258
G7851,yjfN,b4188
EG12277,ysaA,b3573
EG10138,cdh,b3918
G6154,paoD,b0283
G6984,leuE,b1798
G6442,ybjI,b0844
EG10162,cpsG,b2048
EG10012,cydC,b0886
G6797,ydeU,b1509
EG12140,ydhB,b1659
G7593,yqjH,b3070
G6712,paaD,b1391
G6115,dinB,b0231
EG11656,fliH,b1940
G7470,ygeF,b2850
EG11406,ribC,b1662
EG10161,cpsB,b2049
G6527,efeO,b1018
G6858,mdtJ,b1600
G7838,yjeN,b4157
EG12271,yiaD,b3552
EG10638,narG,b1224
EG12397,ycbF,b0944
G6945,ydjX,b1750
EG11331,ribA,b1277
G7292,eutS,b2462
EG12392,dauA,b1206
G6769,yddH,b1462
EG12008,mlrA,b2127
G7033,ftnB,b1902
G6711,paaC,b1390
EG11152,yfiB,b2605
EG11627,artM,b0861
G7469,yqeK,b2849
EG11322,ribE,b0415
G7287,eutM,b2457
G6502,yccX,b0968
EG10669,ompA,b0957
G7746,yhgF,b3407
EG12270,yiaC,b3550
EG10331,frdB,b4153
EG12352,ppiC,b3775
G6920,ydiQ,b1697
EG11321,ribD,b0414
G7146,lpxT,b2174
EG10008,zraS,b4003
G6763,yncE,b1452
EG11854,yiiE,b3889
G6414,fiu,b0805
G6710,paaB,b1389
G0-9962,tisB,b4618
EG11654,fliG,b1939
G7464,yqeF,b2844
EG11202,yigB,b3812
G6415,mcbA,b0806
G6491,pqiB,b0951
G6857,mdtI,b1599
G7719,yheU,b3354
EG12265,bcsG,b3538
EG10330,frdA,b4154
EG12311,iscX,b2524
G6859,tqsA,b1601
EG11079,ribF,b0025
EG12257,bcsC,b3530
EG12380,gntT,b3415
G6728,ynbB,b1409
EG11694,yidF,b3674
G6266,fetA,b0490
G6709,paaA,b1388
EG11147,yffB,b2471
EG11626,artQ,b0862
G7462,tas,b2834
EG10465,ribB,b3041
G6490,pqiA,b0950
EG10664,nupG,b2964
G7667,yrbL,b3207
EG12264,bcsF,b3537
G7413,norV,b2710
EG12200,yegD,b2069
G6572,ycfT,b1115
G6236,yajO,b0419
EG10007,hisM,b2307
G6672,smrA,b1340
EG11578,greB,b3406
G0-10437,ybdZ,b4511
EG12197,seqA,b0687
G6708,paaZ,b1387
EG12080,recX,b2698
EG11545,flgL,b1083
G7460,ygdQ,b2832
EG12211,panZ,b3459
G6869,cnu,b1625
G7878,,b4247
G6482,elfC,b0940
G7023,torY,b1873
G6854,ynfM,b1596
G7651,yhbT,b3157
EG12254,yhjJ,b3527
EG12158,rdgC,b0393
EG12195,torD,b0998
G6465,lolA,b0891
EG11828,mobB,b3856
G6553,b1052,b1052
EG12369,ydjE,b1769
G6635,yciO,b1267
EG11450,maoP,b3764
EG12101,feoA,b3408
EG11505,holE,b1842
G6653,ycjS,b1315
EG11145,pdeA,b2395
EG11622,mdlB,b0449
G7453,ygdI,b2809
EG10611,mrp,b2113
G6804,lsrF,b1517
G0-8912,C0719,
G6425,ybiV,b0822
G7022,torZ,b1872
EG10658,bamC,b2477
G7643,yraN,b3148
EG12229,yhiN,b3492
EG11500,holB,b1099
EG12132,iscA,b2528
G6458,lysO,b0874
EG11273,fruL,b0079
EG10006,dcuB,b4123
G6618,ycgN,b1181
EG11432,yfeD,b2399
EG11181,bfd,b3337
EG11414,holD,b4372
EG11808,yebG,b1848
EG11389,fliT,b1926
G7448,yqcA,b2790
G6627,dhaK,b1200
G6577,cobB,b1120
G7562,,b3007
G6412,ybhG,b0795
G6923,ydiT,b1700
G6817,ydfJ,b1543
G7614,yqjK,b3100
EG12227,yhiL,b3490
EG11413,holC,b4259
EG12131,hscB,b2527
G6445,ybjL,b0847
G7918,yjhR,b4308
G6388,b0725,b0725
EG12368,znuB,b1859
G6608,pdeG,b1168
EG11251,ychA,b1214
EG11105,entH,b0597
EG11412,holA,b0640
EG11119,yceD,b1088
EG11617,baeS,b2078
G7444,ygcG,b2778
G6626,dhaL,b1199
G7917,yjhQ,b4307
G6500,hspQ,b0966
G0-8907,C0614,
G6403,ybhL,b0786
G6922,ydiS,b1699
EG10654,nirC,b3367
G7604,ygjP,b3085
EG12214,yhhN,b3468
EG11263,gspB,b3322
EG12130,hscA,b2526
G6443,ybjJ,b0845
G7916,yjhP,b4306
G7386,b2651,b2651
EG10003,cysZ,b2413
G6568,ycfP,b1108
EG10665,nusA,b3169
EG10921,ftnA,b1905
EG11199,mioC,b3742
EG11775,ybfE,b0685
EG11388,fliS,b1925
G7442,ygcE,b2776
G6205,mhpE,b0352
G7910,yjhG,b4297
G0-10689,mgtL,b4702
G6272,,b0501
G6387,ybgQ,b0718
G6921,ydiR,b1698
G6802,lsrD,b1515
G7577,ygiZ,b3027
EG12213,yhhM,b3467
EG11038,tus,b1610
EG12055,ccmE,b2197
G6431,gsiC,b0831
G7907,yjhV,b4286
G0-8902,C0362,
EG12367,cusA,b0575
G6564,ycfL,b1104
EG10467,hupB,b0440
EG10306,fhuE,b1102
EG10837,rep,b3778
EG11116,yceA,b1055
EG11616,sugE,b4148
G7440,ygcW,b2774
G6094,ldcC,b0186
G7902,yjhD,b4281
G0-10574,rseX,b4603
G7121,,b2084
G6329,ybdL,b0600
EG12697,fldB,b2895
EG10652,nhaA,b0019
G7555,yghW,b2998
EG12196,yccE,b1001
EG10829,recG,b3652
EG11989,yehC,b2110
G6282,ybbY,b0513
G7899,yjgZ,b4277
G6091,b0165,b0165
EG10002,modB,b0764
G6560,yceM,b1068
EG10466,hupA,b4000
EG10305,fhuD,b0152
EG10765,priC,b0467
EG11357,dinG,b0799
EG11355,fliA,b1922
G7439,ygcU,b4463
G495,bglA,b2901
G7896,yjgW,b4274
G0-10201,istR-2,b4616
G0-8897,C0293,
G6292,sfmD,b0532
EG12064,napG,b2205
G6801,lsrC,b1514
G7471,ygeG,b2851
EG12182,yajG,b0434
EG10764,priB,b4201
EG11950,nrfG,b4076
G6178,ykgG,b0308
G7381,ypjF,b2646
G6740,,b1425
EG12321,yadH,b0128
G6540,ycdX,b1034
EG10415,greA,b3181
EG10304,fhuC,b0151
EG10763,priA,b3935
EG11093,yaiA,b0389
EG11614,basS,b4112
G7433,ygcO,b2767
EG20248,uxuB,b4323
G7380,yfjZ,b2645
EG12402,chaB,b1217
G6084,,b0017
G6287,fdrA,b0518
EG12062,napH,b2204
EG10646,narX,b1222
G7468,yqeJ,b2848
EG12138,yaeF,b0193
EG10746,polA,b3863
EG11949,nrfF,b4075
G6137,afuB,b0263
G7379,yfjY,b2644
G0-8893,tpke11,
G7668,mtgA,b3208
G6507,gfcB,b0986
EG10299,fes,b0585
EG10687,parE,b3030
EG11064,uvrD,b3813
EG11347,fliF,b1938
G7420,ygbM,b2739
EG20051,dgoK,b3693
G7378,yfjX,b2643
EG11277,thrL,b0001
G7881,,b4250
G6243,ybaV,b0442
EG11492,qorA,b4051
G6790,safA,b1500
G7461,ygdR,b2833
EG12122,yggI,b2944
EG10686,parC,b3019
EG11805,hybG,b2990
EG13217,ybaE,b0445
G36,fadH,b3081
G7377,yfjW,b2642
G6678,,b1354
EG12315,yacH,b0117
G6506,gfcC,b0985
EG10295,fepC,b0588
EG10245,dnaX,b0470
EG20049,dgoA,b4477
EG11089,yacC,b0122
EG11613,eptA,b4114
G7407,yqaA,b2689
EG12606,fabF,b1095
G7376,ypjM_1,b2641
EG11236,pdeL,b0315
G0-9387,sroG,
G6210,yaiO,b0358
EG11328,fdx,b2525
EG10644,narV,b1465
G7357,yfjF,b2618
EG12120,rssA,b1234
EG10244,dnaT,b4362
EG11803,hybE,b2992
EG12445,eamB,b2578
EG12221,acpT,b3475
G7375,ypjM_2,b2640
G0-10587,ybhU,b4591
G7458,amiC,b2817
G6505,gfcD,b0984
EG10294,fepB,b0592
EG10242,dnaN,b3701
EG13236,mngB,b0732
EG11062,uvrB,b0779
EG11346,fliE,b1937
G7394,csiD,b2659
EG11647,accA,b0185
G7374,ypjM_3,b2639
EG10711,yjdM,b4108
G7692,b3254,b3254
G6190,yahK,b0325
G6786,gadC,b1492
G7349,yfiP,b2583
EG10334,fre,b3844
EG10239,dnaG,b3066
EG11663,slyD,b3349
EG12376,yfeH,b2410
EG11531,cfa,b1661
G7373,yfjU,b2638
G6419,yliL,b0816
EG12282,yiaN,b3578
G6504,gfcE,b0983
EG10292,fecR,b4292
EG10238,dnaE,b0184
EG12957,glk,b2388
EG11059,usg,b2319
EG11612,proP,b4111
G7385,ypjC,b2650
EG11528,fabI,b1288
G7372,yfjT,b2637
G0-8908,IS128,
G6126,yafY,b0251
EG10642,narK,b1223
G7295,ypfG,b2466
G6918,ydiO,b1695
EG10236,dnaB,b4052
EG11570,djlA,b0055
EG12173,gspM,b3334
EG11318,fabG,b1093
G7370,ypjK,b2635
G7388,,b2653
G7322,pbpC,b2519
G6496,yccF,b0961
EG10290,fecE,b4287
EG12690,rarA,b0892
EG12768,kbaY,b3137
EG11061,uvrA,b4058
EG11224,fliO,b1947
G7355,ypjD,b2611
EG11317,fabD,b1092
G7369,yfjR,b2634
G6294,,b0538
G26,dgd,
G6780,ddpB,b1486
G7267,yfeY,b2432
EG11563,fixB,b0042
EG11071,xerD,b2894
EG11080,fkpB,b0028
EG12024,yohK,b2142
EG11284,fabZ,b0180
G7368,yfjQ,b2633
G0-8903,C0465,
EG12281,yiaM,b3577
G6492,pqiC,b0952
G7602,higB,b3083
EG10287,fecB,b4290
EG10426,helD,b0962
EG12734,uxaA,b3091
EG10848,rhsC,b0700
EG11610,evgS,b2370
G7346,yfhL,b2562
EG10277,fabH,b1091
G7367,yfjP,b2632
G7149,b2191,b2191
G0-9609,rttR,b4425
EG10640,narI,b1227
G7261,yfeS,b2420
EG11562,fixA,b0041
G6992,yoaA,b1808
EG11070,dsbC,b2893
EG11895,yeeE,b2013
EG10276,accC,b3256
G7366,rnlB,b2631
G6179,b0309,b0309
G6968,mipA,b1782
G6474,ycbK,b0926
EG11255,rsfS,b0637
EG10286,fecA,b4291
G6383,nei,b0714
EG11057,umuD,b1183
EG12522,garD,b3128
G7343,yphG,b2549
EG10274,fabB,b2323
G7365,rnlA,b2630
G0-8898,C0299,
G0-9582,hokE,b4415
G6779,ddpC,b1485
G7203,yfcO,b2332
G6251,atl,b0454
EG10985,surA,b0053
EG11671,atoE,b2223
EG10273,fabA,b0954
G7364,yfjM,b2629
G6748,,b1437
EG12276,xylH,b3568
G6472,ycaR,b0917
EG11087,secM,b0097
EG10113,bfr,b3336
EG12717,mug,b3068
EG12419,gatY,b2096
EG10712,yjdN,b4107
EG11608,clsA,b1249
G7339,yphC,b2545
EG10247,acpS,b2563
G7363,abpA,b2628
G6850,clcB,b1592
G6089,b0100,b0100
G0-16680,gadF,b4718
EG10635,nagE,b0679
G7200,yfcL,b2325
EG11871,gph,b3385
EG10758,ppiB,b0525
EG11536,yidE,b3685
EG10217,accD,b2316
G7362,abpB,b2627
G0-8894,tp2,
G6665,mppA,b1329
G6471,ycaQ,b0916
EG11001,thrS,b1719
G7883,tabA,b4252
EG11619,mfd,b1114
EG11056,umuC,b1184
G7329,csiE,b2535
EG12417,gatD,b2091
G7361,yfjJ,b2626
EG12331,clcA,b0155
G8203,,b0701
G0-16677,sokE,b4700
G6764,ansP,b1453
G7180,yfbN,b2273
EG11296,radA,b4389
EG10757,ppiA,b3363
EG11466,rarD,b3819
G7360,yfjI,b2625
G6687,b1364,b1364
EG12268,yhjX,b3547
G6460,ybjX,b0877
EG10335,frr,b0172
G7741,yrfF,b3398
EG11281,mutL,b4170
EG10434,hemY,b3802
EG11606,kch,b1250
G7328,yfhR,b2534
EG12399,dhaM,b1198
G7359,yfjH,b2623
G7814,ompL,b3875
G0-9961,tisA,b4617
G0-16662,rirA,
EG10629,emrE,b0543
G7169,arnD,b2256
EG10372,gdhA,b1761
EG11222,alkA,b2068
EG10689,pcm,b2743
G7873,ytfL,b4218
G7280,yffS,b2450
G0-10597,ryfB,b4607
G6662,mpaA,b1326
G6454,ybjT,b0869
G7836,epmB,b4146
G7314,pdeF,b2503
EG11193,dinD,b3645
EG10984,sulA,b0958
EG12296,gpmM,b3612
G7318,yfgJ,b2510
G6551,clsC,b1046
G7279,yffR,b2449
G6762,yncD,b1451
G7818,,b3975
G0-16636,3'ETS<sup><i>leuZ</i></sup>,
G6754,ydcV,b1443
G7156,yfaT,b2229
G6455,ltaE,b0870
EG11068,vsr,b1960
EG10645,narW,b1466
G7658,mlaB,b3191
G6406,clsB,b0789
G7278,yffQ,b2448
G6516,ycdF,b1005
EG12266,yhjV,b3539
G6451,ybjQ,b0866
G7827,dcuS,b4125
G7061,zinT,b1973
EG11058,ung,b2580
EG12292,aldB,b3588
EG10216,dedA,b2317
EG11573,thiP,b0067
G7315,yfgG,b2504
G0-9662,gnsA,b4517
G7277,yffP,b2447
G6700,ompN,b1377
G0-8911,C0664,
G0-16635,ryeG,
EG10617,mtr,b3161
G7152,yfaP,b2225
EG10946,serC,b0907
EG10986,tag,b3549
EG10641,narJ,b1226
G7406,ygaH,b2683
EG11674,ygiH,b3059
G7276,yffO,b2446
G7561,,b3004
G6621,ldcA,b1192
G6434,dgcI,b0834
G7350,patZ,b2584
G6784,dosC,b1490
EG10925,ruvC,b1863
EG10976,ssb,b4059
EG12287,sgbE,b3583
G7269,ypeA,b2434
EG11530,fadD,b1805
G7275,yffN,b2445
G6657,ompG,b1319
G6336,,b0609
G0-16601,micL,b4717
G6753,ydcU,b1442
G7117,yegP,b2080
EG10945,serB,b4388
EG10834,recR,b0472
EG10485,hypC,b2728
G7405,ygaZ,b2682
EG11437,plsX,b1090
G7274,yffM,b2444
G0-8906,tpke70,
EG12249,yhjE,b3523
G6433,pdeI,b0833
G7345,glrK,b2556
G6783,dosP,b1489
EG10833,recQ,b3822
EG12286,sgbU,b3582
EG10047,apaG,b0050
EG11566,yaaU,b0045
G7268,yfeZ,b2433
G6250,ybaY,b0453
G7273,yffL,b2443
G6531,pgaA,b1024
G7353,,b2596
G0-10738,nc1,
EG10615,mtlA,b3599
G7111,yegK,b2072
EG10944,serA,b2913
EG10832,recO,b2565
EG10484,hypB,b2727
G6674,ydaN,b1342
G6554,yceJ,b1057
G7272,intZ,b2442
G6221,ykiB,b0370
G6452,amiD,b0867
G6426,ybiW,b0823
G7211,sixA,b2340
G6749,hicB,b1438
EG10828,recF,b3700
EG10831,recN,b2616
EG12284,lyxK,b3580
G7256,yfeN,b2408
EG12061,napB,b2203
G7232,yfdT,b2363
G6370,chiP,b0681
G0-8900,C0343,
G0-10737,esrE,b4707
G6744,ydcO,b1433
G7035,yecR,b1904
EG10193,cysM,b2421
EG10736,phr,b0708
EG10473,hyaF,b0977
G6193,yahN,b0328
EG12060,napC,b2202
G7231,yfdS,b2362
G7034,,b1903
EG12241,mdtF,b3514
G6413,ybiX,b0804
G7056,hprS,b1968
G6639,pdeR,b1285
EG10627,mutY,b2961
EG12279,yiaK,b3575
EG11561,caiT,b0040
G7252,ypeC,b2390
EG11945,nrfB,b4071
G7230,yfdR,b2361
EG11364,bglH,b3720
G6090,b0105,b0105
G0-10706,,
EG10613,msbA,b0914
G7025,yecM,b1875
EG10192,cysK,b2414
EG10625,mutS,b2733
EG10472,hyaE,b0976
EG11988,yehB,b2109
EG11781,nrfA,b4070
G7229,yfdQ,b2360
G0-8896,C0067,
EG12440,mpl,b4233
G6405,ybhN,b0788
G6344,citC,b0618
G6570,bhsA,b1112
EG10624,mutH,b2831
EG10823,recA,b2699
EG12272,ghrB,b3553
